City 1,City 2,State,Distance
Honolulu,Kailua,Hawaii,8.097564304881644
Honolulu,East Honolulu,Hawaii,8.345834073256801
Honolulu,Pearl City,Hawaii,8.747198266244837
Honolulu,Waipahu,Hawaii,11.267816327691317
Honolulu,Kaneohe,Hawaii,6.384136648482015
Honolulu,Mililani Town,Hawaii,13.530327435496229
Honolulu,Ewa Gentry,Hawaii,11.620840777544885
Honolulu,Kapolei,Hawaii,14.308831270861509
Honolulu,Mililani Mauka,Hawaii,13.895538077599136
Honolulu,Makakilo,Hawaii,15.30327036529831
Honolulu,Schofield Barracks,Hawaii,17.909073042357797
Honolulu,Wahiawa,Hawaii,16.192848854060493
Honolulu,Ocean Pointe,Hawaii,11.835064560389617
Honolulu,Ewa Beach,Hawaii,10.427045060777465
Honolulu,Halawa,Hawaii,5.6397334924299845
Honolulu,Waimalu,Hawaii,7.118131946077806
Honolulu,Royal Kunia,Hawaii,13.06295956881189
Honolulu,Waianae,Hawaii,22.986870995720235
Honolulu,Nanakuli,Hawaii,19.672837769807813
Honolulu,Maili,Hawaii,21.66895833885728
Honolulu,Waipio,Hawaii,11.32726290037899
Honolulu,Makaha,Hawaii,25.484418425161962
Honolulu,Aiea,Hawaii,6.339385301479278
Honolulu,Hickam Housing,Hawaii,6.537395297663586
Honolulu,Ahuimanu,Hawaii,7.473461731518492
Honolulu,Waikele,Hawaii,11.460792995933346
Honolulu,Ewa Villages,Hawaii,12.462849232895971
Honolulu,West Loch Estate,Hawaii,11.724074898161463
Honolulu,Iroquois Point,Hawaii,8.673165012683647
Honolulu,Waimanalo,Hawaii,7.508872639227383
Honolulu,Laie,Hawaii,22.29116921779067
Honolulu,Waipio Acres,Hawaii,14.621782419725026
Honolulu,Pupukea,Hawaii,25.53287099343208
Honolulu,Kahaluu,Hawaii,8.8133406883277
Honolulu,East Kapolei,Hawaii,12.783094955927103
Honolulu,Heeia,Hawaii,6.47946353986055
Honolulu,Haleiwa,Hawaii,24.615510647407664
Honolulu,Waimanalo Beach,Hawaii,9.579073241599785
Honolulu,Whitmore Village,Hawaii,17.152722852540943
Honolulu,Hauula,Hawaii,19.838855634243505
Honolulu,Kaunakakai,Hawaii,57.11669971551798
Honolulu,Helemano,Hawaii,18.08850816030071
Honolulu,Waialua,Hawaii,24.004334319428505
Honolulu,Kalaeloa,Hawaii,14.159589355153157
Honolulu,Kahuku,Hawaii,24.941166493998917
Honolulu,Wheeler AFB,Hawaii,15.804136273331634
